	id	sentence1	sentence2	similarity
426	427	Two men are holding fishing poles	Two men are standing near the water and are holding tools used for fishing	4.125
427	428	There is no man standing near the water and holding fishing poles	Two men are holding fishing poles	2.75
428	429	Two men are holding fishing poles	Two men are holding some water standing near fishing poles	2.0
429	430	Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles and fishing tackle	3.625
430	431	Two men are not holding fishing poles	Two men are standing near the water and are holding fishing poles	3.25
431	432	Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles	4.25
432	433	The helmeted girl is perching on a bike	The girl with a helmet is perching on a bike	4.875
433	434	The helmeted girl is riding a bike	The helmeted girl is perching on a bike	4.0
434	435	A woman is performing a trick on a ramp with a bicycle	A woman is jumping with a bicycle	4.125
435	436	A woman is performing a trick on a ramp with a bicycle	A woman is performing a trick on a ramp with a car	1.75
436	437	A woman is jumping with a bicycle	The helmeted girl is perching on a bike	2.25
437	438	The helmeted girl is perching on a bike	A woman is performing a trick on a ramp with a car	1.125
438	439	The girl with a helmet is perching on a bike	A woman is performing a trick on a ramp with a bicycle	2.375
439	440	The helmeted girl is riding a bike	A woman is performing a trick on a ramp with a bicycle	3.375
440	441	A woman is performing a trick on a ramp with a bicycle	The helmeted girl is perching on a bike	2.875
441	442	A blonds girl is surfing	A blond girl is riding the waves	4.625
442	443	A blond girl is riding the waves	A blond girl is looking at the waves	3.5
443	444	A blond girl is riding the waves	A blond girl waves while she is riding	2.75
444	445	A lady is surfing and riding a wave	A woman is surfing	4.5
445	446	A lady is surfing and riding a wave	A boy is surfing and riding a wave	3.125
446	447	A woman is surfing	A blond girl is riding the waves	3.75
447	448	A boy is surfing and riding a wave	A blond girl is riding the waves	3.25
448	449	A lady is surfing and riding a wave	A blonds girl is surfing	3.25
449	450	A lady is surfing and riding a wave	A blond girl is looking at the waves	2.875
450	451	A blond girl waves while she is riding	A lady is surfing and riding a wave	1.6249999999999998
451	452	A lady is surfing and riding a wave	A blond girl is riding the waves	3.75
452	453	Two children and an adult are standing next to a tree limb	Three people are standing next to a tree limb	4.5
453	454	Two children and an adult are standing next to a tree limb	Two children and an adult are not standing next to a tree limb	3.25
454	455	Two children are hanging on a large branch	Two children are climbing a tree	4.0
455	456	There is no child hanging on a large branch	Two children are hanging on a large branch	2.875
456	457	Two children and an adult are standing next to a tree limb	Two children are climbing a tree	2.5
457	458	Two children and an adult are standing next to a tree limb	There is no child hanging on a large branch	1.75
458	459	Three people are standing next to a tree limb	Two children are hanging on a large branch	1.875
459	460	Two children are hanging on a large branch	Two children and an adult are not standing next to a tree limb	1.75
460	461	Two children and an adult are standing next to a tree limb	Two children are hanging on a large branch	2.125
461	462	A man dressed in black is riding a bike	A man is performing a trick on a bike	3.125
462	463	There is no man dressed in black and riding a green bike	A man dressed in black is riding a bike	2.75
463	464	A black man in green is riding a bike	A man dressed in black is riding a bike	3.125
464	465	A man is performing stunts on a green bicycle	A man is performing a trick on a green bicycle	4.625
465	466	A man is performing a trick on a green bicycle	There is no man performing a trick on a green bicycle	4.75
466	467	A man dressed in black is riding a bike	A man is performing stunts on a green bicycle	2.875
467	468	There is no man performing a trick on a green bicycle	A man dressed in black is riding a bike	2.25
468	469	A man is performing a trick on a green bicycle	A man is performing a trick on a bike	4.375
469	470	There is no man dressed in black and riding a green bike	A man is performing a trick on a green bicycle	3.0
470	471	A man is performing a trick on a green bicycle	A black man in green is riding a bike	2.125
471	472	A man is performing a trick on a green bicycle	A man dressed in black is riding a bike	3.5
472	473	A boy is holding a squirt gun	A child is holding a squirt gun	4.375
473	474	There is no child holding a squirt gun	A child is holding a squirt gun	2.54375
474	475	A laughing child is holding a water gun and getting sprayed with water	A child with a gun that sprays water is laughing and getting hit by other boys	3.75
475	476	There is no child holding a water gun or getting sprayed with water	A laughing child is holding a water gun and getting sprayed with water	3.75
476	477	A child with a gun that sprays water is laughing and getting hit by other boys	A child is holding a squirt gun	3.625
477	478	A child is holding a squirt gun	There is no child holding a water gun or getting sprayed with water	3.85625
478	479	A boy is holding a squirt gun	A laughing child is holding a water gun and getting sprayed with water	3.75
479	480	There is no child holding a squirt gun	A laughing child is holding a water gun and getting sprayed with water	3.25
480	481	A laughing child is holding a water gun and getting sprayed with water	A child is holding a squirt gun	4.375
481	482	Two brown dogs are fighting over a red ball and are playing in the grass	Two brown dogs are fighting over a red toy and are playing in the grass	4.625
482	483	Two brown dogs are fighting over a red ball and are playing in the grass	There is no dog playing with a red ball	1.875
483	484	Two daschunds are playing with a red ball	Two dogs are playing with a small red ball	4.0
484	485	Two cats are playing with a red ball	Two daschunds are playing with a red ball	2.875
485	486	Two brown dogs are fighting over a red ball and are playing in the grass	Two dogs are playing with a small red ball	3.5
486	487	Two cats are playing with a red ball	Two brown dogs are fighting over a red ball and are playing in the grass	2.4375
487	488	Two daschunds are playing with a red ball	Two brown dogs are fighting over a red toy and are playing in the grass	3.5
488	489	There is no dog playing with a red ball	Two daschunds are playing with a red ball	2.5
489	490	Two daschunds are playing with a red ball	Two brown dogs are fighting over a red ball and are playing in the grass	3.375
490	491	The black and white dog is running and a person stands behind it	The dog, which is black and white, is running and a person stands behind it	4.875
491	492	The black and white dog is running and a person stands behind it	The black and white dog isn't running and there is no person standing behind	2.875
492	493	A black person is running along a white stand and a dog barks behind him	The black and white dog is running and a person stands behind it	1.75
493	494	A little dog is sprinting and the person who owns it is trying to catch it	A little dog is sprinting and its owner is trying to catch it	4.75
494	495	A little dog is slowing down and the owner is quitting chasing it	A little dog is sprinting and its owner is trying to catch it	3.625
495	496	The black and white dog is running and a person stands behind it	A little dog is sprinting and the person who owns it is trying to catch it	2.5
496	497	The black and white dog is running and a person stands behind it	A little dog is slowing down and the owner is quitting chasing it	2.375
497	498	The dog, which is black and white, is running and a person stands behind it	A little dog is sprinting and its owner is trying to catch it	3.375
498	499	The black and white dog isn't running and there is no person standing behind	A little dog is sprinting and its owner is trying to catch it	2.125
499	500	A black person is running along a white stand and a dog barks behind him	A little dog is sprinting and its owner is trying to catch it	1.875
500	501	The black and white dog is running and a person stands behind it	A little dog is sprinting and its owner is trying to catch it	2.875
501	502	A man is sitting comfortably at a table	A person is sitting comfortably at the table	4.375
502	503	A man isn't sitting comfortably at the table	A man is sitting comfortably at a table	3.0625
503	504	A man is sitting and tables a comfortable discussion	A man is sitting comfortably at a table	3.375
504	505	A man wearing a dyed black shirt is sitting at the table and laughing	A black shirt is being worn by a man who is sitting at the table and laughing	4.625
505	506	A man wearing a dyed black shirt is sitting at the table and laughing	There is no man wearing a shirt dyed black, sitting at the table and laughing	3.375
506	507	A laughing man is dyeing a shirt black on the table which you cannot sit at 	A man wearing a dyed black shirt is sitting at the table and laughing	3.25
507	508	A black shirt is being worn by a man who is sitting at the table and laughing	A man is sitting comfortably at a table	3.125
508	509	A man is sitting comfortably at a table	There is no man wearing a shirt dyed black, sitting at the table and laughing	2.25
509	510	A man is sitting comfortably at a table	A laughing man is dyeing a shirt black on the table which you cannot sit at 	1.75
510	511	A man wearing a dyed black shirt is sitting at the table and laughing	A person is sitting comfortably at the table	2.5
511	512	A man wearing a dyed black shirt is sitting at the table and laughing	A man isn't sitting comfortably at the table	2.5
512	513	A man is sitting and tables a comfortable discussion	A man wearing a dyed black shirt is sitting at the table and laughing	1.75
513	514	A man is sitting comfortably at a table	A man wearing a dyed black shirt is sitting at the table and laughing	3.625
514	515	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians	4.125
515	516	A woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	3.375
516	517	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	A pedestrian woman is building pink bicycles for boa wearing riders	2.25
517	518	The woman wearing silver pants, pink bellbottoms and a pink scarf is happily riding a bike	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	4.625
518	519	The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	3.75
519	520	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	Pink bellbottoms and a pink scarf aren't to be worn by women with silver pants or bike riding people	2.875
520	521	The woman wearing silver pants, pink bellbottoms and a pink scarf is happily riding a bike	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	2.5
521	522	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike	2.0
522	523	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	Pink bellbottoms and a pink scarf aren't to be worn by women with silver pants or bike riding people	2.125
523	524	A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	3.375
524	525	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	A woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians	1.875
525	526	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	A pedestrian woman is building pink bicycles for boa wearing riders	1.75
526	527	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	1.875
527	528	A person, who is riding a bike, is wearing gear which is black	A biker is wearing gear which is black	4.625
528	529	A biker is naked	A biker is wearing gear which is black	2.89375
529	530	A biker is wearing gear which is black	A biker wearing black is breaking the gears	2.625
530	531	A black helmet is being worn by a man who is pushing a bicycle	One man is wearing a black helmet and pushing a bicycle	4.75
531	532	There is no man wearing a black helmet and pushing a bicycle	One man is wearing a black helmet and pushing a bicycle	2.625
532	533	One man is wearing a black helmet and pushing a bicycle	A man is pushing a helmet towards another one on a black bicycle	3.0
533	534	A black helmet is being worn by a man who is pushing a bicycle	A biker is wearing gear which is black	3.125
534	535	A biker is wearing gear which is black	There is no man wearing a black helmet and pushing a bicycle	2.125
535	536	A man is pushing a helmet towards another one on a black bicycle	A biker is wearing gear which is black	1.75
536	537	A person, who is riding a bike, is wearing gear which is black	One man is wearing a black helmet and pushing a bicycle	2.875
537	538	One man is wearing a black helmet and pushing a bicycle	A biker is naked	2.0
538	539	One man is wearing a black helmet and pushing a bicycle	A biker wearing black is breaking the gears	1.6249999999999998
539	540	A biker is wearing gear which is black	One man is wearing a black helmet and pushing a bicycle	2.875
540	541	The man in a grey t-shirt is sitting on a rock in front of the waterfall	The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall	4.875
541	542	The man in a grey t-shirt is sitting on a rock in front of the waterfall	There is no man in a grey t-shirt sitting on a rock in front of the waterfall	3.125
542	543	The man in a grey t-shirt is sitting on a rock in front of the waterfall	A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front	2.5
543	544	One woman is sitting and looks at the waterfall	A woman is sitting and looking at the waterfall	4.5
544	545	A woman is standing and isn't looking at the waterfall	A woman is sitting and looking at the waterfall	2.625
545	546	A woman is sitting and looking at the waterfall	Somebody is sitting at the waterfall and looking at a woman	2.625
546	547	The man in a grey t-shirt is sitting on a rock in front of the waterfall	One woman is sitting and looks at the waterfall	2.10625
547	548	A woman is standing and isn't looking at the waterfall	The man in a grey t-shirt is sitting on a rock in front of the waterfall	1.875
548	549	The man in a grey t-shirt is sitting on a rock in front of the waterfall	Somebody is sitting at the waterfall and looking at a woman	3.125
549	550	The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall	A woman is sitting and looking at the waterfall	2.625
550	551	There is no man in a grey t-shirt sitting on a rock in front of the waterfall	A woman is sitting and looking at the waterfall	1.125
551	552	A woman is sitting and looking at the waterfall	A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front	1.875
552	553	A woman is sitting and looking at the waterfall	The man in a grey t-shirt is sitting on a rock in front of the waterfall	2.375
553	554	A dog, which is brown, and a black one are racing in the grass	A dog, which is brown, and a black one are running in the grass	4.25
554	555	A dog, which is brown, and a black one are running in the grass	There is no dog running in the grass	3.0
555	556	A black man is running in brown grass and racing a dog	A dog, which is brown, and a black one are running in the grass	1.875
556	557	A dark black dog and a light brown dog are playing in the yard in the back	A dark black dog and a light brown dog are playing in the backyard	4.875
557	558	A dark black dog and a light brown dog are playing in the backyard	A dark black dog and a light brown dog are fighting in the backyard	3.5
558	559	The backyard light is playing tricks in the dark on the brown and black dog	A dark black dog and a light brown dog are playing in the backyard	2.625
559	560	A dark black dog and a light brown dog are playing in the yard in the back	A dog, which is brown, and a black one are running in the grass	3.75
560	561	A dark black dog and a light brown dog are fighting in the backyard	A dog, which is brown, and a black one are running in the grass	3.25
561	562	The backyard light is playing tricks in the dark on the brown and black dog	A dog, which is brown, and a black one are running in the grass	1.875
562	563	A dog, which is brown, and a black one are racing in the grass	A dark black dog and a light brown dog are playing in the backyard	3.25
563	564	There is no dog running in the grass	A dark black dog and a light brown dog are playing in the backyard	2.625
564	565	A dark black dog and a light brown dog are playing in the backyard	A black man is running in brown grass and racing a dog	1.25
565	566	A dog, which is brown, and a black one are running in the grass	A dark black dog and a light brown dog are playing in the backyard	3.625
566	567	A dog that has a brown and white coat is trotting through shallow water	A dog that has a white and brown colored coat is trotting through shallow water.	5.0
567	568	A dog that has a brown and white coat is sitting in shallow water	A dog that has a brown and white coat is trotting through shallow water	3.8749999999999996
568	569	A dog that has a brown and white coat is trotting through shallow water	A brown and white coat is floating across shallow water near a trotting dog	2.375
569	570	A white and brown dog is walking through the water with difficulty	A white and brown dog is pacing through the water with difficulty	4.375
570	571	A white and brown dog is walking through the water with difficulty	There is no white and brown dog pacing with through the water difficulty	2.0
571	572	A white man is walking a dog through brown water with difficulty	A white and brown dog is walking through the water with difficulty	3.25
572	573	A white and brown dog is pacing through the water with difficulty	A dog that has a brown and white coat is trotting through shallow water	3.5
573	574	A dog that has a brown and white coat is trotting through shallow water	There is no white and brown dog pacing with through the water difficulty	2.625
574	575	A white man is walking a dog through brown water with difficulty	A dog that has a brown and white coat is trotting through shallow water	1.6249999999999998
575	576	A dog that has a white and brown colored coat is trotting through shallow water.	A white and brown dog is walking through the water with difficulty	3.75
576	577	A dog that has a brown and white coat is sitting in shallow water	A white and brown dog is walking through the water with difficulty	3.125
577	578	A white and brown dog is walking through the water with difficulty	A brown and white coat is floating across shallow water near a trotting dog	1.875
578	579	A white and brown dog is walking through the water with difficulty	A dog that has a brown and white coat is trotting through shallow water	3.375
579	580	A group of boys are playing with a ball in front of a large door made of wood	A bunch of boys are playing with a ball in front of a large door made of wood	4.875
580	581	A group of boys are quiet in front of a large door made of wood	A group of boys are playing with a ball in front of a large door made of wood	3.125
581	582	A group of boys are playing with a ball in front of a large door made of wood	A ball made of wood is being played through a door in front of a large group of boys 	3.25
582	583	The children are playing in front of a door, which is very large	The children are playing in front of a large door	4.875
583	584	The children aren't playing in front of a large door	The children are playing in front of a large door	4.125
584	585	A group of boys are playing with a ball in front of a large door made of wood	The children are playing in front of a door, which is very large	3.5
585	586	The children aren't playing in front of a large door	A group of boys are playing with a ball in front of a large door made of wood	3.0
586	587	A bunch of boys are playing with a ball in front of a large door made of wood	The children are playing in front of a large door	3.0
587	588	The children are playing in front of a large door	A group of boys are quiet in front of a large door made of wood	3.0
588	589	The children are playing in front of a large door	A ball made of wood is being played through a door in front of a large group of boys 	3.0
589	590	A group of boys are playing with a ball in front of a large door made of wood	The children are playing in front of a large door	4.0
590	591	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	4.125
591	592	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	A woman is putting on a cloak, which is very large, and concealing an extravagant dress	3.125
592	593	A black, red, white and pink dress is being worn by a woman	A dress, which is black, red, white and pink is being worn by a woman	4.875
593	594	There is no black, red, white and pink dress being worn by a woman	A black, red, white and pink dress is being worn by a woman	3.5
594	595	A dress, which is black, red, white and pink is being worn by a woman	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	3.25
595	596	There is no black, red, white and pink dress being worn by a woman	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	1.75
596	597	A black, red, white and pink dress is being worn by a woman	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	2.25
597	598	A woman is putting on a cloak, which is very large, and concealing an extravagant dress	A black, red, white and pink dress is being worn by a woman	2.75
598	599	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	A black, red, white and pink dress is being worn by a woman	3.0
599	600	The teenage girl is wearing beads that are red	A teenage girl is wearing beads that are red	5.0
600	601	A teenage girl is storing away beads that are red	A teenage girl is wearing beads that are red	3.5
601	602	A teenage girl is wearing beads that are red	The girl likes red and isn't wearing beads for teenagers	2.25
602	603	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	5.0
603	604	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling	3.375
604	605	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace 	2.875
605	606	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	A teenage girl is wearing beads that are red	2.625
606	607	A teenage girl is wearing beads that are red	There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling	2.75
607	608	A teenage girl is wearing beads that are red	A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace 	1.14375
608	609	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	The teenage girl is wearing beads that are red	1.75
609	610	A teenage girl is storing away beads that are red	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	1.25
610	611	The girl likes red and isn't wearing beads for teenagers	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	1.6249999999999998
611	612	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A teenage girl is wearing beads that are red	2.5
612	613	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope	4.875
613	614	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A boy is coming down a wall artificially built for climbing and isn't attached to the rope	3.66875
614	615	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A climber on the wall is attached to the climbing boy with an artificially built rope	4.0
615	616	A fearful little boy is on a climbing wall	A little boy, who looks fearful, is on a climbing wall.	5.0
616	617	A fearful little boy is on a climbing wall	A fearful little boy is on the ground	3.0
617	618	A climbing boy rescues the fearful cat from over the wall	A fearful little boy is on a climbing wall	2.25
618	619	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A little boy, who looks fearful, is on a climbing wall.	3.125
619	620	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A fearful little boy is on the ground	2.0
620	621	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A climbing boy rescues the fearful cat from over the wall	1.5000000000000002
621	622	A fearful little boy is on a climbing wall	A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope	3.8749999999999996
622	623	A boy is coming down a wall artificially built for climbing and isn't attached to the rope	A fearful little boy is on a climbing wall	2.5
623	624	A climber on the wall is attached to the climbing boy with an artificially built rope	A fearful little boy is on a climbing wall	3.0
624	625	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A fearful little boy is on a climbing wall	3.625
625	626	A dad is launching his daughter into a swimming pool	A father is launching the daughter in a swimming pool	4.75
626	627	A father is launching the daughter in a swimming pool	A father is taking away his daughter from a swimming pool	2.875
627	628	A father is in the swimming pool during his daughters launch	A father is launching the daughter in a swimming pool	2.75
628	629	The man is tossing a kid into the swimming pool that is near the ocean	One man is tossing a kid into the swimming pool that is near the ocean	4.75
629	630	A man isn't tossing a kid into the swimming pool that is near the ocean	The man is tossing a kid into the swimming pool that is near the ocean	3.125
630	631	The man is tossing a kid into the swimming pool that is near the ocean	A kid swimming in the ocean is tossing a coin into the pool, near the man	1.5000000000000002
631	632	One man is tossing a kid into the swimming pool that is near the ocean	A father is launching the daughter in a swimming pool	3.625
632	633	A man isn't tossing a kid into the swimming pool that is near the ocean	A father is launching the daughter in a swimming pool	2.5
633	634	A kid swimming in the ocean is tossing a coin into the pool, near the man	A father is launching the daughter in a swimming pool	0.7500000000000001
634	635	A dad is launching his daughter into a swimming pool	The man is tossing a kid into the swimming pool that is near the ocean	4.0
635	636	A father is taking away his daughter from a swimming pool	The man is tossing a kid into the swimming pool that is near the ocean	2.375
636	637	A father is in the swimming pool during his daughters launch	The man is tossing a kid into the swimming pool that is near the ocean	1.8937500000000003
637	638	A father is launching the daughter in a swimming pool	The man is tossing a kid into the swimming pool that is near the ocean	3.5
638	639	One man is climbing the cliff with a rope	One man is climbing a cliff with a rope	4.875
639	640	One man is descending a cliff with a rope	One man is climbing a cliff with a rope	2.875
640	641	A social climber is tying a man to a cliff with a rope	One man is climbing a cliff with a rope	2.625
641	642	A person is climbing a rock with a rope, which is pink	A rock is being climbed by a person with a rope, which is pink	5.0
642	643	A person is standing in front of a rock with a rope, which is pink	A person is climbing a rock with a rope, which is pink	3.625
643	644	A person is climbing a rock with a rope, which is pink	A person with pink climbing gear roped the rock	3.0
644	645	A rock is being climbed by a person with a rope, which is pink	One man is climbing a cliff with a rope	4.125
645	646	One man is climbing a cliff with a rope	A person is standing in front of a rock with a rope, which is pink	3.0
646	647	One man is climbing a cliff with a rope	A person with pink climbing gear roped the rock	2.875
647	648	A person is climbing a rock with a rope, which is pink	One man is climbing the cliff with a rope	3.8749999999999996
648	649	A person is climbing a rock with a rope, which is pink	One man is descending a cliff with a rope	2.25
649	650	A person is climbing a rock with a rope, which is pink	A social climber is tying a man to a cliff with a rope	2.10625
650	651	A person is climbing a rock with a rope, which is pink	One man is climbing a cliff with a rope	4.5
651	652	The young boy is climbing the wall made of rock	One young boy is climbing a wall made of rock	4.75
652	653	A young boy isn't climbing a wall made of rock	The young boy is climbing the wall made of rock	3.8749999999999996
653	654	A young climber is making a rock wall for the boys	The young boy is climbing the wall made of rock	2.875
654	655	A young child is climbing a rock climbing wall which is indoors	A young kid is climbing a rock climbing wall which is indoors	4.625
655	656	A young child is climbing a rock climbing wall which is indoors	A young child is under a rock climbing wall which is indoors	3.75
656	657	A young child is climbing a rock climbing wall which is indoors	A child is indoors watching a program about some young climbers on a rock wall.	2.75
657	658	The young boy is climbing the wall made of rock	A young kid is climbing a rock climbing wall which is indoors	4.125
658	659	A young child is under a rock climbing wall which is indoors	The young boy is climbing the wall made of rock	3.0
659	660	A child is indoors watching a program about some young climbers on a rock wall.	The young boy is climbing the wall made of rock	3.0
660	661	One young boy is climbing a wall made of rock	A young child is climbing a rock climbing wall which is indoors	4.125
661	662	A young boy isn't climbing a wall made of rock	A young child is climbing a rock climbing wall which is indoors	3.625
662	663	A young climber is making a rock wall for the boys	A young child is climbing a rock climbing wall which is indoors	2.375
663	664	A young child is climbing a rock climbing wall which is indoors	The young boy is climbing the wall made of rock	4.0
664	665	One man is doing a trick with a bicycle in midair	One man is doing a bicycle trick in midair	4.75
665	666	One man is doing a bicycle trick in midair	A man is failing to perform a bicycle trick in midair	3.125
666	667	A cyclist is fearlessly performing a trick in the air	The cyclist is performing a trick in the air	4.875
667	668	The cyclist is performing a trick in the air	The cyclist isn't performing a trick in the air	3.5
668	669	The air is tricking a performing cyclist	The cyclist is performing a trick in the air	1.75
669	670	One man is doing a bicycle trick in midair	A cyclist is fearlessly performing a trick in the air	3.8312500000000007
670	671	One man is doing a bicycle trick in midair	The cyclist isn't performing a trick in the air	2.375
671	672	One man is doing a bicycle trick in midair	The air is tricking a performing cyclist	2.5
672	673	One man is doing a trick with a bicycle in midair	The cyclist is performing a trick in the air	3.8749999999999996
673	674	A man is failing to perform a bicycle trick in midair	The cyclist is performing a trick in the air	2.875
674	675	One man is doing a bicycle trick in midair	The cyclist is performing a trick in the air	4.25
675	676	A dog, which is black, and a white one are staring at each other in the street	A dog, which is black, and another one, which is white, are staring at each other in the street	4.875
676	677	A dog, which is black, and a white one are ignoring each other in the street	A dog, which is black, and a white one are staring at each other in the street	3.25
677	678	A dog, which is black, and a white one are staring at each other in the street	One white dog is staring at the black street	2.625
678	679	Two dogs of different breeds are looking angrily at each other across a street	Two dogs of different breeds are looking at each other across a street	4.5
679	680	Two dogs of different breeds are looking at each other across a street	There are no dogs of different breeds looking at each other across a street	3.625
680	681	Along two streets, different breeds of dogs are being looked at	Two dogs of different breeds are looking at each other across a street	2.625
681	682	Two dogs of different breeds are looking angrily at each other across a street	A dog, which is black, and a white one are staring at each other in the street	3.625
682	683	A dog, which is black, and a white one are staring at each other in the street	There are no dogs of different breeds looking at each other across a street	3.0
683	684	A dog, which is black, and a white one are staring at each other in the street	Along two streets, different breeds of dogs are being looked at	2.375
684	685	A dog, which is black, and another one, which is white, are staring at each other in the street	Two dogs of different breeds are looking at each other across a street	3.8749999999999996
685	686	Two dogs of different breeds are looking at each other across a street	A dog, which is black, and a white one are ignoring each other in the street	3.125
686	687	One white dog is staring at the black street	Two dogs of different breeds are looking at each other across a street	3.0
687	688	A dog, which is black, and a white one are staring at each other in the street	Two dogs of different breeds are looking at each other across a street	4.25
688	690	A dog next to a tree, which is probably a pine, is dropping a bucket	A dog next to a tree, which is probably a pine, is biting a bucket	3.0
689	691	A dog next to a tree, which is probably a pine, is biting a bucket	A dog in a bucket is biting a tree which is probably a pine	2.75
690	692	A dog which is furry and black is in a backyard and is carrying a basket in its mouth.	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	5.0
691	693	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	There is no dog which is furry and black in a back yard carrying a basket in its mouth.	3.375
692	694	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	A dog in the backyard is carrying black fur in a basket in its mouth.	3.625
693	695	A dog which is furry and black is in a backyard and is carrying a basket in its mouth.	A dog next to a tree, which is probably a pine, is biting a bucket	3.0
694	696	A dog next to a tree, which is probably a pine, is biting a bucket	There is no dog which is furry and black in a back yard carrying a basket in its mouth.	2.75
695	697	A dog in the backyard is carrying black fur in a basket in its mouth.	A dog next to a tree, which is probably a pine, is biting a bucket	3.0
696	699	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	A dog next to a tree, which is probably a pine, is dropping a bucket	2.25
697	700	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	A dog in a bucket is biting a tree which is probably a pine	1.375
698	701	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	A dog next to a tree, which is probably a pine, is biting a bucket	1.875
699	702	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	Two large persons are sitting on a park bench and they have a bottle of soda between them	4.625
700	703	Two large persons are sitting on a park bench and they have a bottle of soda between them	Two large persons are standing near a park bench and they have nothing between them	3.8749999999999996
701	704	Two large park benches have a person sitting and a bottle of soda between them	Two large persons are sitting on a park bench and they have a bottle of soda between them	3.375
702	705	A man and a woman are sitting comfortably on the bench	Two people are sitting comfortably on the bench	4.5
703	706	A man and a woman are sitting comfortably on the bench	Nobody is sitting comfortably on the bench	3.23125
704	707	Two large persons are sitting on a park bench and they have a bottle of soda between them	Two people are sitting comfortably on the bench	3.125
705	708	Nobody is sitting comfortably on the bench	Two large persons are sitting on a park bench and they have a bottle of soda between them	3.25
706	709	A man and a woman are sitting comfortably on the bench	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	2.875
707	710	Two large persons are standing near a park bench and they have nothing between them	A man and a woman are sitting comfortably on the bench	2.25
708	711	A man and a woman are sitting comfortably on the bench	Two large park benches have a person sitting and a bottle of soda between them	2.5
